StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1.1,1.2,1.3,1.4,2.1,2.2,2.3,2.4,2.5,2.5_5_TEXT,2.6,2.7,2.7_6_TEXT,2.8,2.9,2.10,2.10_8_TEXT,2.11,2.11_7_TEXT,2.12,2.12_10_TEXT,2.13,2.13_7_TEXT,2.14,2.14_5_TEXT,2.15,2.16,2.16_7_TEXT,2.17,2.18,2.19,2.19,2.19,2.20,2.20_5_TEXT,2.21,2.21_9_TEXT,3.1,3.1_1_TEXT,3.2,3.2_8_TEXT,3.3,3.3_7_TEXT,3.4,3.5,3.6,3.7,3.8,3.9,3.10,3.11,3.12,3.13,3.13_8_TEXT,3.14,3.14_7_TEXT,3.15,3.16,3.16_6_TEXT,3.17,3.17_7_TEXT,3.18,3.19,3.20,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.10_1_TEXT,4.11,4.12,4.13,4.14,4.15,4.16,4.17,4.18,4.19,4.20,4.21,4.21_5_TEXT,4.22,5.23,4.24,4.25,4.26,4.27,4.28,4.29,4.30,5.1,5.1_5_TEXT,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10,5.11,5.12,5.12_6_TEXT,5.13,5.14,5.15,5.16,6.1,6.2,6.3,6.4,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,7.9_6_TEXT,7.10,7.11,7.12,7.13,7.14,7.15,7.16,7.17,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9
2025-03-19 13:55:48,2025-03-19 14:00:50,IP Address,197.248.219.113,100,301,True,2025-03-19 14:00:51,R_8KSG47i4Xslgkig,,,,,-1.2841,36.8155,anonymous,EN,03,210,14,19/03/2025,18,Female,Yes,Secondary 4,Government school,,,Christian,,I am in school only,Single,Cement,,Sheet metal,,Shared pit latrine,,Public tap,,I pay to use a public shower/bathing facility,,7,Petty business,,1 meal,Purchased at market,Once or twice a week,Rarely,Daily,In the house,,Coal/Charcoal,,Yes,,Cloth,,My products are homemade/reusable pads,,Often,Yes,Yes,Yes,Yes,17,No,Gender-based violence,Yes,My school,,"Yes, I use condoms",,No,,,,,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,Don't know,After 26 years old,After 23 years old,Yes,Yes,No,Yes,"No, the girls have to do more housework than the boys in the household",No,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Some days,Some days,Some days,Some days,Some days,Some days,Not at all,Some days,Not at all
2025-03-19 14:00:54,2025-03-19 14:04:47,IP Address,197.248.219.113,100,232,True,2025-03-19 14:04:47,R_2RntIYjwuhhPzK9,,,,,-1.2841,36.8155,anonymous,EN,03,205,14,19/03/2025,19,Female,No,,,,Secondary 3,Christian,,I am unemployed and seeking a job,Single,Cement,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I buy water to bathe in my house,,5,Petty business,,1 meal,Purchased at market,Rarely,Rarely,Daily,In the house,,Coal/Charcoal,,Yes,,Disposable pad,,From a friend,,Often,No,Yes,Yes,No,,,,,,,,,Yes,At a traditional healer,,They cannot afford a child,,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,,No,,"Large problem, many people drink too much",Most,Yes,Witchcraft,,Yes,>18 years old,After 26 years old,After 23 years old,Yes,Yes,Yes,Yes,"No, the girls have to do more housework than the boys in the household",Yes,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Not at all
2025-03-19 14:04:51,2025-03-19 14:12:16,IP Address,197.248.219.113,100,444,True,2025-03-19 14:12:17,R_8DTEfBET62W3eL3,,,,,-1.2841,36.8155,anonymous,EN,03,202,14,19/03/2025,17,Female,Yes,Secondary 2,Government school,,,Christian,,I am in school only,Single,Cement,,Sheet metal,,Shared fresh life toilet,,Public tap,,I share a shower/bathing are with my neighbor,,5,Petty business,,1 meal,Purchased at market,Rarely,Never,Daily,In the house,,Kerosene,,Yes,,Disposable pad,,From my school,,Often,Yes,No,Sometimes,Yes,,No,Because of peer pressure,Yes,"Other, please specify",hospital,"Yes, I use condoms",,Yes,At home,,They do not have support to raise a child,,Yes,No,No,,,,,,,,Yes,16,No,,1,No,3 months,No,Do not wish to answer,Yes,Yes,No,No,Yes,Because I had to drop out of school,,Yes,Government health facility,Yes,Yes,No,"No, being pregnant did not affect my mental health",No,No,No,Government health facility,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,6 months,No,With my parents,,No,Yes,"No, having a child(ren) did not affect my mental health",Yes,Yes,No,No,Yes,No,No,,No,,"Large problem, many people drink too much",Few,Yes,Family history,,No,>18 years old,After 26 years old,After 23 years old,Yes,Yes,Yes,Yes,"No, the girls have to do more housework than the boys in the household",Yes,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Some days,Some days,Some days,Some days,Some days,Some days,Not at all,Not at all,Some days
2025-03-19 14:25:41,2025-03-19 14:29:29,IP Address,197.248.219.113,100,227,True,2025-03-19 14:29:30,R_2Q3GT8zuv5uINl0,,,,,-1.2841,36.8155,anonymous,EN,03,203,14,19/03/2025,22,Male,,,,,Post secondary education,Pagen,,I am unemployed and seeking a job,Single,Carpet,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I pay to use a public shower/bathing facility,,1,Petty business,,3 meals,Purchased at market,Rarely,Rarely,Daily,In the house,,Kerosene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,Yes,16-20 years old,"Large problem, many people drink too much",Most,No,Traumatic experience,,No,>18 years old,After 26 years old,19-22 years old,Yes,Yes,Yes,Yes,"No, the girls have to do more housework than the boys in the household",No,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Nearly every day,Not at all,Some days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
2025-03-19 14:30:12,2025-03-19 14:34:28,IP Address,197.248.219.113,100,255,True,2025-03-19 14:34:28,R_3QWCQNqxGqxVv9i,,,,,-1.2841,36.8155,anonymous,EN,03,208,14,19/03/2025,19,Female,Yes,Secondary 3,"Other, please specify",school of deaf,,Christian,,I am in school only,Single,"Earth, sand",,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,,Petty business,,2 meals,Purchased at market,Rarely,Rarely,Daily,In the house,,Coal/Charcoal,,Yes,,Cloth,,My products are homemade/reusable pads,,Sometimes,Yes,Yes,Yes,Yes,form 3,No,Because of peer pressure,Yes,"My friends,My parents,My church",,"Yes, I use condoms",,Yes,Don't know,,The pregnancy was unintended,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,"Large problem, many people drink too much",Don't know,Yes,Traumatic experience,,Yes,Don't know,After 26 years old,,Yes,Yes,Yes,Yes,"No, the girls have to do more housework than the boys in the household",Yes,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Agree,Strongly agree,Disagree,Some days,Some days,Some days,Some days,Some days,Some days,Not at all,Not at all,Not at all
2025-03-31 00:32:01,2025-03-31 00:38:50,IP Address,76.175.116.92,100,409,True,2025-03-31 00:38:51,R_2zkhsIslKWRcYcQ,,,,,34.0068,-118.2562,anonymous,EN,04,345,22,,18,Female,Yes,,Vocational /Technical school,,,Christian,,I am in school only,Currently have a boyfriend or girlfriend,"Earth, sand",,Sheet metal,,Shared fresh life toilet,,Piped water into dweling,,I share a shower/bathing are with my neighbor,,7,Petty business,,3 meals,Purchased at market,Daily,Once or twice a week,Daily,In the house,,Kerosene,,Yes,13,Disposable pad,,Local market,,Often,Yes,No,Yes,No,,No,,No,I have not received any education,,I am not sexually active,,Yes,At home,,They do not have support to raise a child,,No,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Do not wish to answer,Yes,Yes,No,No,,No,,"Large problem, many people drink too much",None of them,No,Traumatic experience,,Yes,Don't know,Don’t know,,Yes,Yes,Yes,Yes,"No, the girls have to do more housework than the boys in the household",Yes,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Nearly every day,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days
2025-03-31 00:39:09,2025-03-31 00:48:48,IP Address,76.175.116.92,100,579,True,2025-03-31 00:48:49,R_3clKsa8VCjlPzQl,,,,,34.0068,-118.2562,anonymous,EN,04,344,22,,19,Female,,,,,,Christian,,I am unemployed and seeking a job,Single,"Earth, sand",,Sheet metal,,Shared fresh life toilet,,Public tap,,I buy water to bathe in my house,,3,Petty business,,2 meals,Purchased at market,Once or twice a week,Rarely,Daily,In the house,,Kerosene,,Yes,17,Disposable pad,,Local market,,Sometimes,No,No,Yes,Yes,18,No,For pleasure,Yes,My school,,"Yes, I use condoms",,No,Don't know,,They do not have support to raise a child,,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,18,Yes,,2,No,"3yrs, 5 months",Yes,No,Yes,No,No,No,Yes,Because of my age,,Yes,Government health facility,Yes,Yes,No,"Yes, it negatively impacted my mental health",No,No,No,Government health facility,,No,Yes,No,No,Yes,Yes,No,Yes,Longer than 1 year,No,"By myself ",,No,No,"Yes, it negatively impacted my mental health",I do not wish to answer,No,No,No,No,No,No,Do not wish to answer,No,Do not wish to answer,"Large problem, many people drink too much",None of them,No,Traumatic experience,,No,Don't know,Don’t know,,Yes,Yes,No,Yes,"Yes, we all have the same amount of work",Yes,Disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Some days,Some days,More than half the days,Some days,More than half the days,Some days,More than half the days,Some days,Some days
2025-03-31 00:48:58,2025-03-31 01:03:58,IP Address,76.175.116.92,100,900,True,2025-03-31 01:03:59,R_5PRjfbYMHDul4Xo,,,,,34.0068,-118.2562,anonymous,EN,05,,37,20/03/2025,19,Female,,,,,,Christian,,I am unemployed and seeking a job,Single,Tiles,,Cement,,Own flush/pour flush to piped sewer system,,Public tap,,My household has a shower/bathing area,,7,Wage employment,,3 meals,Purchased at market,Once or twice a week,Once or twice a week,Rarely,In the house,,Gas,,Yes,17,Reusable pad,,Local market,,Rarely,No,No,No,No,,,,,,,,,,,,They cannot afford a child,,No,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,No,No,,No,,"Large problem, many people drink too much",Don't know,Don't know,,,No,>18 years old,After 26 years old,After 23 years old,,Yes,Yes,Yes,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,Strongly disagree,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
2025-03-31 01:04:10,2025-03-31 01:08:59,IP Address,76.175.116.92,100,289,True,2025-03-31 01:09:00,R_6KfFOZuD03sxFSI,,,,,34.0068,-118.2562,anonymous,EN,05,30,,20/3/2025,17,Male,No,,,,Secondary 4,Pagen,,I am unemployed and not seeking a job,Single,Cement,,Sheet metal,,Shared fresh life toilet,,Public tap,,I share a shower/bathing are with my neighbor,,4,Wage employment,,2 meals,Purchased at market,Once or twice a week,Once or twice a week,Daily,In the house,,Gas,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,,,No,,"Large problem, many people drink too much",Few,Yes,,,Yes,,23-26 years old,After 23 years old,Yes,Yes,Yes,No,"Yes, we all have the same amount of work",Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Not at all,Not at all,Some days,Some days,,Some days,Not at all,Some days,Not at all
2025-03-31 01:09:11,2025-03-31 01:16:48,IP Address,76.175.116.92,100,457,True,2025-03-31 01:16:49,R_7qgdtwfY5RJvt5K,,,,,34.0068,-118.2562,anonymous,EN,05,30,,20/3/2025,16,Male,Yes,Secondary 1,,,,Pentecostal,,I am in school only,Single,Cement,,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,,Wage employment,,2 meals,Purchased at market,Never,Once or twice a week,Daily,In the house,,Kerosene,,,,,,,,,,,,Yes,14,Yes,For money,Yes,My friends,,"Yes, I use condoms",,,,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,"Yes, 1-3 times a week",Yes,8-12 years old,Yes,13-16 years old,"Large problem, many people drink too much",Most,Yes,Witchcraft,,Yes,<15 years old,15-18 years old,Under 15 years old,Yes,Yes,Yes,Yes,,,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Not at all,Some days,Not at all,Some days,More than half the days,Some days,More than half the days,Some days,Some days
2025-03-31 01:17:16,2025-03-31 01:22:29,IP Address,76.175.116.92,100,313,True,2025-03-31 01:22:29,R_3hQpYjNvaLEDja7,,,,,34.0068,-118.2562,anonymous,EN,05,,37,20/03/2025,19,Female,No,,,,,Christian,,I am unemployed and seeking a job,Single,Cement,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I buy water to bathe in my house,,4,Wage employment,,More than 3 meals,Purchased at market,Once or twice a week,Once or twice a week,Rarely,In the house,,Gas,,Yes,15,Disposable pad,,Local market,,Rarely,Yes,No,Yes,Yes,,Do not wish to answer,Do not wish to answer,Yes,My school,,Do not wish to answer,,No,,,Fear of judgment from their family or community,,No,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,No,No,No,,No,,"Large problem, many people drink too much",Don't know,No,,,No,Don't know,Never,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
2025-03-31 01:22:48,2025-03-31 01:29:38,IP Address,76.175.116.92,100,410,True,2025-03-31 01:29:39,R_3eV8d2doyeBmlnQ,,,,,34.0068,-118.2562,anonymous,EN,05,,31,20/03/2025,20,Female,No,,,,Secondary 4,Christian,,I am unemployed and seeking a job,Single,Cement,,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,7,Petty business,,2 meals,Purchased at market,Rarely,Rarely,Daily,In the house,,Coal/Charcoal,,Yes,14,Disposable pad,,From a friend,,Rarely,Yes,Yes,No,Yes,18,No,Because of peer pressure,Yes,My school,,"Yes, I use condoms",,Yes,At home,,Family pressure,,Yes,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,No,Do not wish to answer,"Large problem, many people drink too much",Few,No,Traumatic experience,,Yes,Don't know,23-26 years old,After 23 years old,No,No,Yes,No,"Yes, we all have the same amount of work",No,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Not at all,Some days,Some days,Some days,Not at all,Not at all,Some days,Some days,Not at all
2025-03-31 01:37:28,2025-03-31 02:10:51,IP Address,76.175.116.92,100,2002,True,2025-03-31 02:10:52,R_7MQCe445UF5xgA3,,,,,34.0068,-118.2562,anonymous,EN,05,,31,20/03/2025,20,Female,No,,,,Secondary 4,Christian,,I am unemployed and seeking a job,Single,Cement,,Sheet metal,,"Other, please specify",pay for toilet,Public tap,,I buy water to bathe in my house,,,Petty business,,2 meals,Purchased at market,Rarely,Rarely,Daily,In the house,,Coal/Charcoal,,Yes,15,Disposable pad,,Local market,,Rarely,Yes,Yes,Yes,Yes,18,No,Do not wish to answer,No,I have not received any education,,"Yes, I use condoms",,Yes,Do not wish to answer,,Family pressure,,No,Yes,No,No,,,,,,,Yes,19,No,,1,No,7 months,No,No,No,No,Yes,No,No,,,Yes,NGO,Yes,No,No,"Yes, it negatively impacted my mental health",Yes,No,Yes,Government health facility,,No,No,Yes,No,Yes,Yes,Yes,Yes,6 months,Yes,"By myself ",,No,No,"Yes, it improved my mental health",No,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Not at all,Some days,Some days,Some days,Not at all,Some days,Not at all,Not at all,Some days
2025-03-31 02:11:53,2025-03-31 02:16:26,IP Address,76.175.116.92,100,273,True,2025-03-31 02:16:27,R_6ASvpuLBxGTTvAL,,,,,34.0068,-118.2562,anonymous,EN,04,343,22,,19,Male,,,Vocational /Technical school,,,Muslim,,I am in school only,Single,"Earth, sand",,Wood/planks,,Shared fresh life toilet,,Public tap,,I share a shower/bathing are with my neighbor,,1,Relatives/Remittances,,2 meals,Purchased at market,Rarely,Once or twice a week,Rarely,I buy food outside of my house,,I do not cook at home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Do not wish to answer,Yes,Yes,No,No,,Yes,16-20 years old,"Large problem, many people drink too much",Few,Yes,Witchcraft,,Yes,>18 years old,After 26 years old,After 23 years old,Yes,Yes,No,Yes,"No, the girls have to do more housework than the boys in the household",Yes,Strongly agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Agree,Not at all,Not at all,Some days,Nearly every day,Some days,Some days,Not at all,Not at all,Not at all
2025-03-31 02:16:38,2025-03-31 02:22:05,IP Address,76.175.116.92,100,327,True,2025-03-31 02:22:06,R_50IWaRjIh7Mhofr,,,,,34.0068,-118.2562,anonymous,EN,04,345,22,19/03/2025,18,,No,,,,Post secondary education,Christian,,I am unemployed and seeking a job,Single,Carpet,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I buy water to bathe in my house,,5,Petty business,,2 meals,Combination of home garden and local market,Once or twice a week,Rarely,Daily,In the house,,Gas,,Yes,13,Disposable pad,,Local market,,Sometimes,No,No,No,No,,No,,Yes,My school,,,,No,Don't know,,They do not have support to raise a child,,No,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,No,,"Large problem, many people drink too much",None of them,No,,,No,Don't know,Don’t know,,Don’t know,Don’t know,Yes,No,"Yes, we all have the same amount of work",No,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Not at all,Some days,Not at all,Not at all,Some days,Not at all,Not at all,Not at all,Not at all
2025-03-31 02:23:00,2025-03-31 02:28:26,IP Address,76.175.116.92,100,325,True,2025-03-31 02:28:26,R_6jGmAam1kKS8dXP,,,,,34.0068,-118.2562,anonymous,EN,04,346,22,,19,Female,No,,,,Post secondary education,Christian,,I am unemployed and not seeking a job,Single,"Earth, sand",,Sheet metal,,Shared flush/pour flush to latrine,,Public tap,,I buy water to bathe in my house,,7,Relatives/Remittances,,2 meals,Homegrown,Rarely,Rarely,Daily,Outdoors,,Kerosene,,Yes,14,Disposable pad,,From an NGO,,Often,No,No,Yes,,,Do not wish to answer,Do not wish to answer,No,I have not received any education,,I am not sexually active,,No,Don't know,,They do not have support to raise a child,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Do not wish to answer,Do not wish to answer,Do not wish to answer,"Large problem, many people drink too much",Few,No,,,No,Don't know,Don’t know,,Don’t know,Don’t know,Don't know,Don't Know,"Yes, we all have the same amount of work",No,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Not at all,Some days,Not at all,Some days,Not at all,Some days,More than half the days,More than half the days,Some days
